epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
117,10083.7,1.78445,1.01032,1.12636,0.00575,0.47503,0.24204,0.25679,0.1171,2.48687,1.8471,1.548,0.01658,0.000781725,0.000260575,0.000781725,0.000260575,0.000781725,0.000260575,0.000781725,0.000260575
118,10184.8,1.79447,1.01892,1.13215,0.00601,0.45658,0.24841,0.25501,0.11983,2.45325,1.83742,1.54187,0.01604,0.000741576,0.000247192,0.000741576,0.000247192,0.000741576,0.000247192,0.000741576,0.000247192
119,10279.4,1.83275,1.00091,1.09295,0.00598,0.47325,0.24841,0.27059,0.1262,2.45046,1.85291,1.54311,0.01635,0.00070243,0.000234143,0.00070243,0.000234143,0.00070243,0.000234143,0.00070243,0.000234143
120,10368,1.76517,1.00989,1.11633,0.00566,0.46137,0.23567,0.25595,0.12189,2.4926,1.87632,1.55194,0.01624,0.000664306,0.000221435,0.000664306,0.000221435,0.000664306,0.000221435,0.000664306,0.000221435
121,10463.7,1.82281,1.04673,1.1176,0.00685,0.49984,0.24825,0.26647,0.12288,2.40083,1.84802,1.54649,0.01604,0.00062722,0.000209073,0.00062722,0.000209073,0.00062722,0.000209073,0.00062722,0.000209073
122,10557.5,1.84143,1.07762,1.14463,0.00679,0.48136,0.21656,0.25264,0.11548,2.45439,1.85575,1.54907,0.01686,0.000591187,0.000197062,0.000591187,0.000197062,0.000591187,0.000197062,0.000591187,0.000197062
123,10648,1.72554,1.01247,1.13221,0.00625,0.49514,0.22293,0.25955,0.12201,2.42074,1.85359,1.54269,0.01738,0.000556224,0.000185408,0.000556224,0.000185408,0.000556224,0.000185408,0.000556224,0.000185408
124,10743.6,1.75417,1.00038,1.16177,0.00654,0.4868,0.22293,0.25705,0.11672,2.46166,1.88766,1.54878,0.01738,0.000522346,0.000174115,0.000522346,0.000174115,0.000522346,0.000174115,0.000522346,0.000174115
125,10837.6,1.76974,0.98633,1.08179,0.00611,0.50999,0.2293,0.26558,0.12092,2.47633,1.88833,1.55376,0.01742,0.000489568,0.000163189,0.000489568,0.000163189,0.000489568,0.000163189,0.000489568,0.000163189
126,10932.1,1.81869,1.04212,1.14831,0.00674,0.50928,0.23567,0.26441,0.12561,2.50158,1.86452,1.56099,0.01762,0.000457905,0.000152635,0.000457905,0.000152635,0.000457905,0.000152635,0.000457905,0.000152635
127,11027.4,1.80772,1.02935,1.12892,0.0068,0.44715,0.23567,0.26053,0.12012,2.48802,1.8502,1.54711,0.01816,0.000427369,0.000142456,0.000427369,0.000142456,0.000427369,0.000142456,0.000427369,0.000142456
128,11119.6,1.67275,1.0599,1.23847,0.00761,0.47497,0.24204,0.25836,0.11653,2.47679,1.8702,1.56885,0.01819,0.000397975,0.000132658,0.000397975,0.000132658,0.000397975,0.000132658,0.000397975,0.000132658
129,11212.6,1.76656,1.01446,1.13146,0.00661,0.45332,0.25478,0.26511,0.12369,2.44401,1.87236,1.55472,0.018,0.000369736,0.000123245,0.000369736,0.000123245,0.000369736,0.000123245,0.000369736,0.000123245
130,11303.4,1.77301,0.99891,1.12389,0.00627,0.48752,0.23567,0.25875,0.11741,2.47708,1.87988,1.55594,0.01825,0.000342664,0.000114221,0.000342664,0.000114221,0.000342664,0.000114221,0.000342664,0.000114221
131,11379.1,2.14192,1.19438,1.05954,0.01153,0.47657,0.24841,0.25639,0.11804,2.52867,1.91383,1.58596,0.01997,0.00031677,0.00010559,0.00031677,0.00010559,0.00031677,0.00010559,0.00031677,0.00010559
132,11463.9,2.04542,1.09414,1.10049,0.00903,0.48627,0.24204,0.25151,0.11973,2.51338,1.89511,1.58442,0.01943,0.000292066,9.73555e-05,0.000292066,9.73555e-05,0.000292066,9.73555e-05,0.000292066,9.73555e-05
133,11558,2.10774,1.09276,1.05999,0.00529,0.44804,0.26115,0.25701,0.11665,2.52095,1.89475,1.57414,0.02024,0.000268564,8.95213e-05,0.000268564,8.95213e-05,0.000268564,8.95213e-05,0.000268564,8.95213e-05
134,11662,2.1096,1.11517,1.04522,0.0049,0.45024,0.23567,0.25267,0.12013,2.50056,1.892,1.56586,0.02091,0.000246272,8.20908e-05,0.000246272,8.20908e-05,0.000246272,8.20908e-05,0.000246272,8.20908e-05
135,11754.6,2.07808,1.08739,1.06197,0.00595,0.49227,0.2293,0.25189,0.1226,2.48855,1.87511,1.56109,0.02055,0.000225202,7.50674e-05,0.000225202,7.50674e-05,0.000225202,7.50674e-05,0.000225202,7.50674e-05
136,11840.9,2.06622,1.11982,1.0564,0.00726,0.40692,0.22726,0.24613,0.11716,2.48924,1.88999,1.56704,0.01974,0.000205362,6.8454e-05,0.000205362,6.8454e-05,0.000205362,6.8454e-05,0.000205362,6.8454e-05
137,11931.4,2.11601,1.09311,1.03107,0.0065,0.46402,0.2293,0.24383,0.11747,2.50015,1.87765,1.55793,0.02019,0.000186761,6.22537e-05,0.000186761,6.22537e-05,0.000186761,6.22537e-05,0.000186761,6.22537e-05
138,12021.1,2.13594,1.10422,1.07208,0.00727,0.51341,0.23567,0.25026,0.11902,2.49476,1.86607,1.55591,0.01987,0.000169407,5.64691e-05,0.000169407,5.64691e-05,0.000169407,5.64691e-05,0.000169407,5.64691e-05
139,12102.1,2.0837,1.09388,1.04257,0.00659,0.48542,0.2293,0.24882,0.12084,2.52384,1.86898,1.56493,0.02027,0.000153308,5.11027e-05,0.000153308,5.11027e-05,0.000153308,5.11027e-05,0.000153308,5.11027e-05
140,12194.8,2.02117,1.04863,1.02977,0.00714,0.47194,0.2293,0.24889,0.12115,2.52889,1.87504,1.56892,0.02133,0.000138471,4.61569e-05,0.000138471,4.61569e-05,0.000138471,4.61569e-05,0.000138471,4.61569e-05
141,12281,2.06783,1.07476,1.0388,0.00653,0.5122,0.23567,0.25603,0.1208,2.52219,1.87277,1.57521,0.02079,0.000124902,4.16339e-05,0.000124902,4.16339e-05,0.000124902,4.16339e-05,0.000124902,4.16339e-05
142,12376.2,1.97981,1.05433,1.02761,0.00484,0.46948,0.2293,0.25304,0.11921,2.53559,1.8794,1.56526,0.02093,0.000112607,3.75356e-05,0.000112607,3.75356e-05,0.000112607,3.75356e-05,0.000112607,3.75356e-05
143,12466.2,2.12275,1.16335,1.07586,0.00708,0.45417,0.23567,0.25854,0.11921,2.50467,1.86722,1.57658,0.01921,0.000101592,3.38639e-05,0.000101592,3.38639e-05,0.000101592,3.38639e-05,0.000101592,3.38639e-05
144,12555.1,2.07084,1.05973,1.05903,0.00692,0.47525,0.23567,0.2562,0.12153,2.48299,1.86914,1.5659,0.01922,9.18612e-05,3.06204e-05,9.18612e-05,3.06204e-05,9.18612e-05,3.06204e-05,9.18612e-05,3.06204e-05
145,12644.9,1.96406,1.04607,1.01631,0.00611,0.49372,0.23567,0.25987,0.1263,2.45971,1.84683,1.55808,0.02,8.34193e-05,2.78064e-05,8.34193e-05,2.78064e-05,8.34193e-05,2.78064e-05,8.34193e-05,2.78064e-05
146,12735,2.11855,1.10261,1.06464,0.00727,0.50695,0.23567,0.25958,0.12536,2.47668,1.8714,1.56758,0.01972,7.627e-05,2.54233e-05,7.627e-05,2.54233e-05,7.627e-05,2.54233e-05,7.627e-05,2.54233e-05
147,12826.8,2.0623,1.05578,1.03046,0.00668,0.51681,0.2293,0.25904,0.12118,2.5077,1.86,1.57442,0.01937,7.04162e-05,2.34721e-05,7.04162e-05,2.34721e-05,7.04162e-05,2.34721e-05,7.04162e-05,2.34721e-05
148,12922.8,2.14259,1.12302,1.04339,0.00915,0.43977,0.2293,0.25247,0.11983,2.50647,1.86005,1.56978,0.01944,6.58606e-05,2.19535e-05,6.58606e-05,2.19535e-05,6.58606e-05,2.19535e-05,6.58606e-05,2.19535e-05
149,13010.1,2.17772,1.09686,1.04842,0.0081,0.54004,0.23567,0.25834,0.12283,2.49728,1.85438,1.55543,0.01952,6.26052e-05,2.08684e-05,6.26052e-05,2.08684e-05,6.26052e-05,2.08684e-05,6.26052e-05,2.08684e-05
150,13100.3,2.03399,1.04353,1.03034,0.00565,0.51591,0.2444,0.26335,0.12646,2.47717,1.86346,1.57012,0.01957,6.06514e-05,2.02171e-05,6.06514e-05,2.02171e-05,6.06514e-05,2.02171e-05,6.06514e-05,2.02171e-05
