epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
112,37582.2,2.52957,4.10801,1.44918,0.00422,0.77981,0.57477,0.67692,0.36391,2.75636,5.02622,1.88094,0.00187,0.0005348,0.0005348,0.0005348
113,38234.2,2.5208,4.06156,1.45684,0.00393,0.77517,0.60382,0.6892,0.37601,2.76308,5.00972,1.87786,0.00208,0.0005216,0.0005216,0.0005216
114,38289.4,2.43713,3.94364,1.47936,0.00395,0.75995,0.59666,0.68038,0.36631,2.74036,4.96011,1.85031,0.00186,0.0005084,0.0005084,0.0005084
115,39278,2.42142,3.93938,1.45298,0.00426,0.75007,0.58733,0.67888,0.36969,2.69645,5.02422,1.8158,0.00174,0.0004952,0.0004952,0.0004952
116,39334.4,2.45077,3.95647,1.45974,0.00653,0.75881,0.59427,0.68591,0.37619,2.71431,5.00789,1.83208,0.00172,0.000482,0.000482,0.000482
117,39774.7,2.46712,4.08473,1.48063,0.00526,0.71585,0.60729,0.67315,0.34732,2.76889,5.00096,1.90088,0.00194,0.0004688,0.0004688,0.0004688
118,40035.8,2.39107,3.87152,1.46001,0.00318,0.77803,0.56563,0.67585,0.36396,2.81235,5.14241,1.85461,0.00246,0.0004556,0.0004556,0.0004556
119,40933.5,2.49254,3.91464,1.43523,0.00435,0.74533,0.60768,0.67754,0.36493,2.78518,5.0589,1.8692,0.00217,0.0004424,0.0004424,0.0004424
120,40991.1,2.43552,4.09616,1.47501,0.00484,0.76154,0.61814,0.69062,0.37581,2.7241,4.98234,1.83199,0.00181,0.0004292,0.0004292,0.0004292
121,56.3042,2.61045,4.04287,1.52869,0.00568,0.74552,0.62229,0.69099,0.38051,2.69856,4.87731,1.83423,0.00206,0.000416,0.000416,0.000416
122,124.257,2.57662,3.86496,1.35091,0.00353,0.77411,0.61343,0.69493,0.38487,2.69543,4.94812,1.80376,0.00224,0.0004028,0.0004028,0.0004028
123,202.507,2.51816,3.77609,1.35857,0.00377,0.7522,0.61098,0.67136,0.36795,2.77553,4.9804,1.87082,0.0026,0.0003896,0.0003896,0.0003896
124,328.848,2.59945,3.85643,1.37287,0.00363,0.80639,0.57995,0.68405,0.36174,2.83809,5.10947,1.92203,0.00227,0.0003764,0.0003764,0.0003764
