epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
161,24671.6,2.16313,4.25567,1.90228,0.00538,0.64752,0.56563,0.61366,0.33483,2.35386,4.81871,2.34148,0.00466,0.000209073,0.000209073,0.000209073
162,24834.4,2.15253,4.14094,1.86288,0.0049,0.73705,0.5179,0.62784,0.35182,2.29792,4.7222,2.27119,0.00466,0.000200032,0.000200032,0.000200032
163,24998.1,2.19921,4.29327,1.89751,0.00511,0.68043,0.54654,0.62204,0.33199,2.35431,4.85431,2.30907,0.00405,0.00019119,0.00019119,0.00019119
164,25148,2.11362,4.03439,1.86405,0.00462,0.69828,0.5537,0.61856,0.32755,2.38314,4.86972,2.37482,0.00393,0.000182551,0.000182551,0.000182551
165,25308.8,2.15308,4.17868,1.90131,0.00468,0.6594,0.55131,0.61008,0.3327,2.3394,4.82415,2.32809,0.00435,0.000174115,0.000174115,0.000174115
166,25460.6,2.20154,4.33016,1.89988,0.00478,0.65984,0.55555,0.61023,0.32787,2.37486,4.76006,2.31701,0.00419,0.000165886,0.000165886,0.000165886
167,25616,2.12251,4.15227,1.8559,0.00528,0.66336,0.55026,0.61246,0.33282,2.34815,4.75374,2.36752,0.00426,0.000157865,0.000157865,0.000157865
168,25774.7,2.16967,4.16541,1.84975,0.00504,0.69552,0.55131,0.62243,0.3361,2.32546,4.78664,2.33146,0.004,0.000150055,0.000150055,0.000150055
169,25932.7,2.14759,4.14903,1.87392,0.00456,0.71064,0.55131,0.63096,0.34389,2.32155,4.83051,2.32769,0.00413,0.000142456,0.000142456,0.000142456
170,26093.6,2.16022,4.15809,1.87608,0.00535,0.69601,0.54177,0.61777,0.33225,2.38887,4.86524,2.42873,0.00406,0.000135072,0.000135072,0.000135072
171,26210.3,2.13429,3.6806,1.80437,0.00366,0.67928,0.54893,0.62049,0.33893,2.33571,4.84128,2.31986,0.00431,0.000127904,0.000127904,0.000127904
172,26350.8,2.13027,3.66719,1.75033,0.00446,0.72256,0.54177,0.62555,0.34536,2.32353,4.79202,2.29885,0.0046,0.000120953,0.000120953,0.000120953
173,26502.6,2.05896,3.55087,1.73878,0.00295,0.73356,0.53224,0.63749,0.34802,2.2867,4.7346,2.29654,0.00417,0.000114221,0.000114221,0.000114221
174,26653.7,2.07357,3.66533,1.80279,0.00368,0.76241,0.5179,0.62981,0.34241,2.33605,4.86842,2.33144,0.00442,0.000107711,0.000107711,0.000107711
175,26799.7,2.05516,3.57005,1.81052,0.00527,0.72185,0.52647,0.63428,0.34578,2.32428,4.81015,2.33611,0.00438,0.000101423,0.000101423,0.000101423
176,26941.7,2.04062,3.61875,1.7629,0.00337,0.70438,0.53938,0.6234,0.35116,2.33643,4.77575,2.31554,0.0046,9.53593e-05,9.53593e-05,9.53593e-05
177,27094,2.01574,3.50621,1.78678,0.00388,0.70053,0.54654,0.62545,0.3481,2.31972,4.82926,2.31444,0.00427,8.95213e-05,8.95213e-05,8.95213e-05
178,27234.8,2.08965,3.605,1.76553,0.00443,0.70727,0.5478,0.62842,0.35194,2.30888,4.8383,2.30279,0.00445,8.39104e-05,8.39104e-05,8.39104e-05
179,27377.6,2.07579,3.60768,1.7642,0.00468,0.69517,0.56086,0.63111,0.34946,2.31728,4.80894,2.33597,0.00407,7.8528e-05,7.8528e-05,7.8528e-05
180,27533,2.05789,3.55065,1.78244,0.00351,0.73379,0.53699,0.63131,0.34892,2.31902,4.85745,2.34732,0.00383,7.33755e-05,7.33755e-05,7.33755e-05
181,27689.4,2.04435,3.53839,1.78426,0.00375,0.72055,0.54654,0.63544,0.34556,2.35212,4.86614,2.37027,0.00394,6.8454e-05,6.8454e-05,6.8454e-05
182,27829.2,2.02373,3.55484,1.75764,0.00374,0.72157,0.55131,0.63898,0.35285,2.28249,4.74079,2.31483,0.00425,6.37649e-05,6.37649e-05,6.37649e-05
183,27983.5,2.03897,3.47476,1.80959,0.00329,0.71885,0.54893,0.63452,0.35526,2.2863,4.81834,2.31691,0.00412,5.93093e-05,5.93093e-05,5.93093e-05
184,28127.9,2.07777,3.64662,1.7647,0.00362,0.7154,0.55131,0.63576,0.35019,2.33232,4.84637,2.35763,0.00417,5.50882e-05,5.50882e-05,5.50882e-05
185,28285.7,2.05002,3.48035,1.751,0.00318,0.70201,0.56325,0.63618,0.34541,2.33199,4.83377,2.3757,0.00397,5.11027e-05,5.11027e-05,5.11027e-05
186,28448.1,2.02239,3.46268,1.77557,0.00416,0.71472,0.55609,0.63843,0.34931,2.3043,4.81061,2.35745,0.00347,4.73538e-05,4.73538e-05,4.73538e-05
187,28601.7,2.01037,3.49698,1.75937,0.00363,0.68066,0.55447,0.6319,0.3476,2.33817,4.84415,2.35714,0.0035,4.38424e-05,4.38424e-05,4.38424e-05
188,28748,2.08871,3.53131,1.74864,0.00351,0.71954,0.53938,0.62993,0.34677,2.33156,4.79839,2.36644,0.00343,4.05694e-05,4.05694e-05,4.05694e-05
189,28905.7,1.98663,3.42869,1.75648,0.0029,0.72578,0.54177,0.62781,0.34278,2.3556,4.82256,2.37368,0.00422,3.75356e-05,3.75356e-05,3.75356e-05
190,29065.3,2.0514,3.50377,1.76328,0.00435,0.72641,0.53938,0.63009,0.34773,2.34013,4.80824,2.3543,0.00435,3.47418e-05,3.47418e-05,3.47418e-05
191,29219.5,2.06522,3.50592,1.71743,0.00358,0.71297,0.54539,0.6312,0.34804,2.32871,4.78249,2.3581,0.0043,3.21885e-05,3.21885e-05,3.21885e-05
192,29372.2,2.11028,3.53493,1.74556,0.00562,0.70611,0.54654,0.62764,0.3499,2.33295,4.82677,2.37153,0.0043,2.98766e-05,2.98766e-05,2.98766e-05
193,29523.4,1.99206,3.43804,1.76798,0.00361,0.71447,0.54654,0.63234,0.35043,2.33273,4.81017,2.36747,0.00381,2.78064e-05,2.78064e-05,2.78064e-05
194,29670.6,2.00988,3.41328,1.74908,0.00306,0.72235,0.55131,0.63681,0.35545,2.31999,4.8033,2.35298,0.00363,2.59787e-05,2.59787e-05,2.59787e-05
195,29816.5,2.01892,3.4541,1.74031,0.00401,0.70891,0.56563,0.63487,0.34515,2.37003,4.81462,2.37704,0.0036,2.43937e-05,2.43937e-05,2.43937e-05
196,29970.7,2.01185,3.40478,1.7635,0.00294,0.70339,0.5603,0.63202,0.35033,2.3405,4.79107,2.36602,0.00371,2.30518e-05,2.30518e-05,2.30518e-05
197,30121,2.08483,3.53034,1.77882,0.00416,0.71796,0.5537,0.63398,0.35241,2.31436,4.78971,2.37535,0.00384,2.19535e-05,2.19535e-05,2.19535e-05
198,30286.7,2.06765,3.52048,1.78663,0.00407,0.70812,0.55584,0.63291,0.34798,2.3502,4.80029,2.39138,0.00401,2.1099e-05,2.1099e-05,2.1099e-05
199,30434.7,2.01464,3.46887,1.78836,0.00401,0.71036,0.54437,0.6316,0.34671,2.36294,4.83681,2.39951,0.00454,2.04885e-05,2.04885e-05,2.04885e-05
200,30583.6,2.0237,3.5743,1.78939,0.0044,0.70979,0.54177,0.62764,0.34573,2.37938,4.85451,2.41339,0.0041,2.01221e-05,2.01221e-05,2.01221e-05
